55	0.5
78	0.5
77	0.5
101	0.5
93	0.5
419	0.5
141	0.5
519	0.5
76	0.5
18	0.5
58	0.5
51	0.5
96	0.5
54	0.5
63	0.595238
17	0.595238
56	0.595238
36	0.595238
71	0.595238
68	0.595238
97	0.595238
30	0.595238
89	0.595238
15	0.595238
870	0.595238
918	0.595238
429	0.595238
331	0.595238
647	0.595238
545	0.595238
35	0.595238
488	0.595238
569	0.595238
103	0.595238
625	0.595238
692	0.595238
911	0.595238
273	0.595238
583	0.595238
412	0.595238
611	0.595238
883	0.595238
332	0.625
814	0.625
95	0.625
59	0.625
53	0.625
26	0.625
39	0.741071
0	0.741071
74	0.741071
98	0.741071
44	0.741071
37	0.741071
34	0.741071
12	0.741071
75	0.741071
23	0.741071
86	0.741071
83	0.741071
13	0.741071
11	0.741071
60	0.741071
94	0.741071
898	0.741071
254	0.741071
484	0.741071
972	0.741071
14	0.741071
303	0.741071
760	0.741071
509	0.741071
754	0.741071
190	0.741071
79	0.741071
119	0.741071
57	0.741071
967	0.741071
116	0.741071
908	0.741071
710	0.741071
663	0.741071
347	0.741071
602	0.741071
825	0.741071
691	0.741071
673	0.741071
451	0.741071
709	0.741071
942	0.741071
555	0.741071
803	0.741071
995	0.741071
170	0.741071
454	0.741071
414	0.741071
699	0.741071
920	0.741071
700	0.741071
366	0.741071
927	0.741071
818	0.741071
750	0.741071
169	0.741071
247	0.741071
500	0.741071
490	0.741071
527	0.741071
431	0.741071
631	0.741071
52	0.741071
813	0.741071
421	0.743802
21	0.743802
372	0.743802
605	0.743802
324	0.743802
19	0.743802
894	0.743802
66	0.743802
45	0.743802
64	0.854902
5	0.854902
25	0.854902
6	0.854902
91	0.854902
67	0.854902
99	0.854902
7	0.854902
88	0.854902
24	0.854902
1	0.854902
84	0.854902
46	0.854902
9	0.854902
65	0.854902
31	0.854902
87	0.854902
73	0.854902
33	0.854902
552	0.854902
380	0.854902
428	0.854902
144	0.854902
493	0.854902
828	0.854902
311	0.854902
784	0.854902
671	0.854902
69	0.854902
681	0.854902
448	0.854902
988	0.854902
668	0.854902
895	0.854902
72	0.854902
242	0.854902
544	0.854902
969	0.854902
886	0.854902
132	0.854902
906	0.854902
322	0.854902
657	0.854902
567	0.854902
28	0.854902
562	0.854902
879	0.854902
368	0.854902
452	0.854902
129	0.854902
501	0.854902
363	0.854902
694	0.854902
317	0.854902
416	0.854902
626	0.854902
518	0.854902
70	0.854902
502	0.854902
941	0.854902
656	0.854902
16	0.854902
925	0.854902
643	0.854902
441	0.854902
702	0.854902
293	0.854902
893	0.854902
258	0.854902
32	0.854902
401	0.854902
100	0.854902
338	0.854902
249	0.854902
582	0.854902
110	0.854902
701	0.854902
961	0.854902
688	0.854902
603	0.854902
244	0.854902
259	0.854902
291	0.854902
209	0.854902
864	0.854902
339	0.854902
722	0.854902
510	0.854902
188	0.854902
944	0.854902
730	0.854902
596	0.854902
224	0.854902
187	0.854902
648	0.854902
796	0.854902
191	0.854902
477	0.854902
901	0.854902
682	0.854902
615	0.854902
430	0.854902
810	0.854902
606	0.854902
237	0.854902
966	0.854902
223	0.854902
253	0.854902
138	0.854902
791	0.854902
278	0.854902
373	0.854902
591	0.854902
660	0.854902
349	0.854902
230	0.854902
127	0.854902
465	0.854902
676	0.854902
435	0.854902
8	0.854902
38	0.854902
82	0.854902
3	0.854902
41	0.854902
61	0.854902
4	0.901409
85	0.901409
42	0.901409
62	0.901409
92	0.901409
27	0.901409
40	0.901409
20	0.901409
589	0.901409
805	0.901409
115	0.901409
149	0.901409
50	0.901409
751	0.901409
104	0.901409
713	0.901409
876	0.901409
334	0.901409
438	0.901409
126	0.901409
410	0.901409
238	0.901409
361	0.901409
943	0.901409
704	0.901409
513	0.901409
404	0.901409
318	0.901409
215	0.901409
835	0.901409
514	0.901409
174	0.901409
533	0.901409
271	0.901409
165	0.901409
994	0.901409
856	0.901409
157	0.901409
393	0.901409
950	0.901409
580	0.901409
649	0.901409
204	0.901409
802	0.901409
148	0.901409
575	0.901409
229	0.901409
817	0.901409
390	0.901409
726	0.901409
667	0.901409
406	0.901409
859	0.901409
774	0.901409
203	0.901409
718	0.901409
288	0.901409
355	0.901409
327	0.901409
319	0.901409
432	0.901409
586	0.901409
899	0.901409
302	0.901409
301	0.901409
958	0.901409
364	0.901409
413	0.901409
677	0.901409
629	0.901409
365	0.901409
790	0.901409
286	0.901409
379	0.901409
847	0.901409
728	0.901409
218	0.901409
350	0.901409
153	0.901409
585	0.901409
670	0.901409
745	0.901409
388	0.901409
553	0.901409
936	0.901409
799	0.901409
111	0.901409
105	0.901409
665	0.901409
243	0.901409
548	0.901409
481	0.901409
998	0.901409
696	0.901409
912	0.901409
622	0.901409
557	0.901409
711	0.901409
574	0.901409
186	0.901409
266	0.901409
211	0.901409
736	0.901409
463	0.901409
136	0.901409
659	0.901409
588	0.901409
346	0.901409
117	0.901409
798	0.901409
598	0.901409
809	0.901409
43	0.901409
402	0.901409
297	0.901409
955	0.901409
542	0.901409
391	0.901409
577	0.901409
777	0.901409
571	0.901409
517	0.901409
357	0.901409
843	0.901409
851	0.901409
216	0.901409
250	0.901409
312	0.901409
453	0.901409
990	0.901409
439	0.901409
212	0.901409
563	0.901409
991	0.901409
650	0.901409
703	0.901409
719	0.901409
325	0.901409
360	0.901409
281	0.901409
487	0.901409
836	0.901409
989	0.901409
945	0.901409
530	0.901409
195	0.901409
434	0.901409
903	0.901409
181	0.901409
787	0.901409
221	0.901409
471	0.901409
167	0.901409
984	0.901409
725	0.901409
496	0.901409
690	0.901409
860	0.901409
762	0.901409
982	0.901409
597	0.901409
525	0.901409
384	0.901409
594	0.901409
735	0.901409
610	0.901409
461	0.901409
150	0.901409
214	0.901409
763	0.901409
231	0.901409
257	0.911833
246	0.911833
479	0.911833
418	0.911833
541	0.911833
370	0.912037
48	0.916859
29	0.929062
49	0.929062
80	0.929062
22	0.929062
537	0.931507
959	0.938856
473	0.938856
916	0.938856
826	0.938856
270	0.938856
905	0.938856
125	0.938856
564	0.938856
193	0.938856
524	0.938856
456	0.938856
871	0.938856
581	0.938856
163	0.938856
780	0.938856
928	0.938856
646	0.938856
520	0.938856
783	0.938856
874	0.938856
744	0.938856
664	0.938856
274	0.938856
255	0.938856
420	0.938856
804	0.938856
695	0.938856
951	0.938856
721	0.938856
794	0.938856
729	0.938856
949	0.938856
492	0.938856
890	0.938856
633	0.938856
820	0.938856
300	0.938856
265	0.938856
716	0.938856
620	0.938856
534	0.938856
732	0.938856
180	0.938856
425	0.938856
228	0.938856
937	0.938856
176	0.938856
900	0.938856
697	0.938856
512	0.938856
374	0.938856
819	0.938856
806	0.940499
539	0.940499
409	0.940499
437	0.940499
262	0.940499
888	0.940499
179	0.940499
543	0.940499
679	0.940499
486	0.940499
833	0.940499
375	0.940499
386	0.940499
997	0.940499
651	0.942748
354	0.942748
403	0.942748
107	0.944762
314	0.948669
